tweetId	text	target	#1Annotator	#2Annotator	#3Annotator	majorityLabel
875892293059964930	#قلنبه_گویی های #پشت_بلندگو و ژست #انقلابی_گری رو بذارید کنار، #برجام با #نرمش_قهرمانانه شروع شد و بدون اراده وخواست #فصل_الخطاب انجام نمیشد	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875846626342031361	واکنش احتمالی روحانی به تحریم #s722: آمریکابا این کار خودشو پیش بقیه کشورا بدنام میکنه؛ طرف حساب ما فقط آمریکا نیست!! متن #برجام مشکلی نداشت	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875841602576670720	جالبه تندروها در هر دو کشور بهم کمک میکنن مثلا جمهوریخواهان با تصویب #S722 و تندروها با تضعیف #برجام  میترسم فردا #اتش_به_اختیار کنن یه عده	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875806998499119105	وقتی که کشتی ها بدلیل اجازه ی تردد مجبور بودن پرچم کشور هایی مثل جیبوتی رو استفاده کنن شما ها که میگید #برجام چه کرده کجا بودید!؟	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875806516405841920	بنده به شخصه تاثیر #برجام دیدم نه تنها من بلکه کسانی که قبل از برجام بدلیل تحریم ها کارشون گیر بود من تو شهر بندری زندگی میکنم	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875805881790861313	طرف نوشته #برجام کاری نکرده والا خوبه به خبر متوصل هستید و هر ماه از خریدن چند هواپیما خبردار میشید ناحقی تا کجا؟؟	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875798692493766656	من درک نمی کنم چطور میشه موقع تصویب #برجام وا اسلاما گفت وموقع نقضش وا مصیبتا #روحانی #تحریم #ظریف	barjam	NEITHER	NEITHER	FAVOR	NEITHER
875793883367657472	دوستان برجام یه قرار داد بین ۵+۱ اتحادیه ی اروپا و ایران هست.نه ایران و امریکا. #روحاني_تنها_نيست #روحاني #برجام	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875788495389835264	#دلواپس ها اصلا نميشنون ترامپ چی ميگه، فقط چشماشون رو بستن و با سنگ کینه #برجام رو ميزنن، اين مسلماني نيست، اين منافق بودن و نفاق پراكني ست	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875785437801062402	در روز اجرای توافق، تمامی تحریم‌ها، حتی تحریم‌های تسلیحاتی،موشکی هم به صورتی که در قطعنامه بوده، لغو خواهد شد.  #روحانی - 23 تیر 94 #برجام	barjam	FAVOR	NEITHER	FAVOR	FAVOR
875776380516028416	درسهای توافق #آمریکا و #کوبا برای #ایران و #برجام چیست؟  #دشمن_شناسی	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875775865489149953	ديدين ، دوستان #برجام دوست توي خفه خون عجيبي غرق شدن والا ما همچين گندي زده بوديم خوشون رو تيكه پاره ميكردن #نجابت_انقلابي #نقض_برجام #سنا	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875774499186032640	#دلواپس ها هنوز لغو روابط آمریکا با کوبا رو به #برجام ربط ندادن؟	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875763627462144000	ولی جالبه #تحریم ها و تهدید تغییر حکومت از هر طریقی مطرح میشه و دوستان دیگه از وحدت و کنار هم بودن سخنی نمیگن.فقط تلاش برای تطهیر #برجام هست	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875756617198960641	برو بچ 8:30 امشب نسخه ی #برجام رو با کلی خالی بندی تابلو پیچیدن (به خیال خودشون). با وجدان آرام و قلبی مطمئن میرن خونه.  قبول باشه دلاور	barjam	AGAINST	AGAINST	FAVOR	AGAINST
875737087408033792	اون زمان شرف داشت به الان! حداقل تو هویت بتن نریختیم!!! #تزویر #برجام #گلابی	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875736766715744259	یک سؤال از افرادی که هنوز حامی #برجام هستند: واقعاً چه اتفاقی باید بیفته که دست از #حمایت_کورکورانه بردارید؟ آمریکا #حمله_اتمی کنه بسه؟ والا	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875734776614981632	با بلایی که این روزها بر سر #برجام آمد، بهتر می توان #حکمت رأی نیاوردن #رئیسی را درک کرد.  #الطاف_خفیه_الهی	barjam	AGAINST	NEITHER	AGAINST	AGAINST
875731165017190400	زمان #جلیلی کل دنیا پشت آمریکا بود.حتی ونزولا هم دنبالرو بود. الان با #برجام فقط یک آمریکاست و خودش. این فهمیدنش انقدر سخت است؟	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875721732740456450	الان که گند #برجام دراومده دارن میگن تصویب برجام کار اصولگراها بوده به ما ربطی نداره والا بخدا سنگ پا بودن هم حدی داره	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875713357466263556	این چه نوع #دیپلماسی بود که امتیاز بدی و امتیاز نگیری؟! اگر قهرمانی این شکلیه! پ در دوره ی #قاجار در اوج قهرمانی بودیم و خبر نداشتیم!#برجام	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875712799913017344	نتیجه ی امروز #دیپلماسی_هپروتی تصویب #تحریم هایی است که از قبل #برجام نیز بدتر است. فاتحه روح و جسم برجامتان را خواندیم.  #ظریف	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875708958052237312	اصلا مبنای مشروعیت حکومت، رای مردم؛ لطفا به همین مردم توضیح بدید که نتیجه ی #برجام چی شد؟ بالاخره #تحریم ها لغو شد یا نشد؟	barjam	AGAINST	NEITHER	AGAINST	AGAINST
875699460109684736	"ای حمله کنندگان به دولت روحانی! برجام سند افتخار وحاصل یک دیپلماسی پنهان موفق و یک توافق ""چندجانبه"" است. خودتان را منفور تاریخ نکنید. #برجام"	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875696903937302528	کدوم #برجام؟ #آمریکا تحریم های تعلیق شده رو هم برگردونده! چرا وقتی #کدخدا زده زیر تعهداتش باز اصرار دارید به جسم بی روح برجام پایبند بمونید؟	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875689948795604992	با #برجام اجماع بین المللی فروریخت صنعت هسته ای مشروع وغیرامنیتی شد غیرقابل اعتمادی امریکا واتحاد عبری-عربی مبرهن شد از ذیل فصل۷ خارج شدیم	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875689327308795905	ای کاش #دلواپسان به خاطر لجاجت با دولت #روحانی و ناراحتی از شکست #رئیسی و #قالیباف، دست به حماقت نزنند و برای هواکردن #برجام بهانه جور نکنند	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875688464812998656	به نظرم هر حرکت احمقانه ای برای برهم زدن #برجام به صورت #آتش_به_اختیار غیر ممکن نیست	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875685717451603973	اتفاق اخیر هذیان‌گویی آمریکاییها نیست؛ وضع تحریم جدید علیه ایران است و خلاف روح و جسم #برجام .ضمن اینکه مسوول تحریم که همیشه دولت اسبق بود!	barjam	AGAINST	AGAINST	FAVOR	AGAINST
875685705615388673	کسانی که جیبشان پر پول است یا کسانی که مغزشان خالی است و یا هردو ویژگی را با هم دارند، دنبال برهم زدن #برجام هستند، چه ایرانی و چه آمریکایی	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875683367123079168	سخنگوی وزارت خارجه گفته، هیئت نظارت #برجام جواب این تحریم را می دهد . لطفا قبل از جوابیه، هیئت نظارت اعلام موجودیت کند تا اعضایش را بشناسیم	barjam	NEITHER	NEITHER	AGAINST	NEITHER
875674216003244032	کاش همه مخالفین وموافقین #برجام طرح تحریمهای s_722 که تصویب شدرا مطالعه کنند یادکنیم ازروزهایی ک یه بزرگی میگفت هسته ای برای دشمن بهانه است	barjam	AGAINST	NEITHER	AGAINST	AGAINST
875665989668671488	خوشحالیها به خاطر دستاوردهای بزرگ ماست که هنوز هم پا برجاست فراموش نکنید که حذف برخی #تحریم  ها با همه اهمیتش کوچکترین دستاورد #برجام  بود	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875665867006201856	#نظام به این نتیجه رسیدکه #برجام برای حفظ ساختارفعلی ضروریست #ظریف و #روحانی تنها بازیگران این نمایش هستند.پس توقع توقف برجام رانداشته باشید	barjam	NEITHER	FAVOR	FAVOR	FAVOR
875664865511256065	سلام به بزرگترین اسکل کننده مردمان با #برجام تمام #تحریم ها برداشته شد  دیوار ماله کشی  دروغگویان ترک برداشت   #S722	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875663537959579648	#برجام قطعا به سود امنیت ملی ایران بود.	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875662218297319424	برجام اگه به نفع آمریکا بود که چوب لای این کار نمیزاشت....یه کم به خودمون بیایم...#برجام#صلح#ایران#ظریف#امیرکبیر	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875662022729322496	از شیخ گله کنید که #برجام رو به نظام تحمیل کرد، نه از #رهبری که با رعایت کامل قواعد #مردم_سالاری برجام رو #مشروط تایید کرد.	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875654892630589440	بنظر میاد #برجام دیگه به آخر رسیده و گروههای سیاسی هر کدوم میخان یه جوری این لکه ننگو از خودشون پاک کنن کی بود کی بود من نبودم ولی نمیتونن	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875654792739041280	بعضایجوری از دکل #برجام بالامیرن انگارکه باین پیمان کشورمدینه ی فاضله شده انقلابیها هم لجشون گرفته😒 #داعش_وطنی #برجام_نافرجام #ظریف_استعفا	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875650642437488640	آمریکا مونده به چه زبونی بگه به #برجام پایبند نیست.	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875643587815276544	مگر دولت #هسته_ای را برای لغو تحریمهای فلج کننده بر باد نداد؟حالا که آن تحریمها از در دیگری برگشته چه دلیلی بر پایبندی به #برجام وجود دارد؟	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875637990499827712	ای کاش قبل از ایراداتمون به #برجام شرایط کشور رو بدون برجام بررسی میکردیم. اونوقت خیلی ازین مخالفت های ناآگاهانه وجود نداشت. #نرمش_قهرمانانه	barjam	FAVOR	FAVOR	FAVOR	FAVOR
875636503434547200	در #کربلا کسانی هم همراه #حسین ابن علی(ع) بودن که مجذوب وعده های دشمن و در نهایت هم به درک واصل شدن! این است نتیجه #مذاکره در کربلا #برجام	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875631827305734144	#برجام، کاپیتولاسیون است؛ طرف مقابل بد عهدی کند حتی فراتر، تحریم را افزایش دهد وشما حق هیچ اعتراضی نداشته باشی یعنی کاپیتولاسیون بین المللی!	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875629286505369600	قبل از مذاکرات #برجام حقمون بود که تحریمها لغو بشه؛ بعد از برجام تحریم ها که لغو نشد هیچ برای طرف مقابل حق #تحریم قائل شدیم! #S722	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875628826872565760	ماله هم پیدا شده! #روحانی و #اصلاحطلبان در دولت، شورای شهر و مجلس قراره آتش بیار معرکه پسا #برجام باشند! #خرت_به_چند_من_روحانی!	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875618339317362688	کسانی که بعد فروریختن #پلاسکو هشتگ #قالیباف_استعفا زدند، اگر صادق اند بعد فروریختن  #برجام و #تحریم های جدید باید هشتگ #ظریف_استعفا بزنند	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875617202082267136	میگفت #برجام و خدا آورده،من متوجه نمیشدم؛ تا اینکه شب قدری معلوم شد منظورش چی بوده! #تحریمهای_جدید	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875602080072835072	فصل پیش از #برجام از #تحریم می نوشتیم؛ فصل پس از برجام نیز هم! تفاوت این که قبل از برجام با #عزت و #اقتدار مینوشتیم  اما فی الحال... #S722	barjam	AGAINST	AGAINST	AGAINST	AGAINST
875601344408584192	#روحانی ازفردا: به قول #حضرت_امام #تحریم_ها برای شمایک تحفه آسمانی است که فکرهای متفکران مارا به راه می‌اندازد و رو به خودکفایی میرود #برجام	barjam	AGAINST	NEITHER	AGAINST	AGAINST
1251030950248677376	درسته همه مون داریم مرتب #ترامپ رو نفرین میکنیم ولی در حال حاضرترامپ تنها کسیه که میتونه وقدرت داره دنیا رو حداقل برگردونه به دوران قبل از کرونا	trump	FAVOR	NEITHER	FAVOR	FAVOR
1251002782456393728	کلید #تحریم و هدفگیری منابع مالی و نقل و انتقالات و شرکتهای پولساز و همکار با دولت ج.ا به #پمپئو و #منوچین واگذار شده دو فرد زبده و کارکشته در دولت #ترامپ سر سوزن شک نکنید که پول نقد به سمت ج. ا از هیچ طریق ممکن نیست! کارزار با شدت ادامه دارد...  #کارزار_فشار_حداکثری	trump	NEITHER	AGAINST	AGAINST	AGAINST
1250966440561258496	میگم نتیجه دموکراسی چی بوده در صدسال گذشته؟ #هیتلر #ج.ج.دوم #ترامپ #افغانستان البته خوب هم داشته ولی انتخاب مردم در اغلب شرایط جالب نبوده. #فکر_بلند	trump	AGAINST	AGAINST	AGAINST	AGAINST
1250964343753248768	... زن که توسط تفکر #مردسالاری در جامعه‌ی مردسالاری ایران تضییع شده و مقصرش هم #ترامپ بوده! به نظر طنز (البته گروتسک) میاد اما کافیه کامنت‌های طرفداراش رو پای توییت‌هاس بخونید تا رحمت بفرستید به شیر مادر طرفدارهای #رائفی‌پور!	trump	AGAINST	AGAINST	AGAINST	AGAINST
1250879874497208327	سازمان حقوق بشری «ریپریو» مستقر در #انگلیس با انتشار گزارشی اعلام کرد، احکام اعدام در #عربستان طی پنج سال اخیر دوچندان شده است. ۸۰۰ نفر در پنج سال! اما اگر از همین دولت فخیمه و نخست وزیر هپلی اش و #ترامپ قمارباز صدا در آمد از سنگ هم درآمد!	trump	AGAINST	AGAINST	AGAINST	AGAINST
1250869980062724097	در امریکا در عرض ۴ هفته گذشته ۲۲ میلیون اعلام بیکاری کردند. ۲۲ میلیون! و نرخ بیکاری رسیده به ۱۷٪. ظاهرا هرچی از بعد از رکود سال ۲۰۰۸ رشته بودند پنبه شده. بی خود نیست #ترامپ می گوید از اول می یعنی حدود ۲ هفته دیگر همه جا را باز می کنیم.	trump	NEITHER	AGAINST	NEITHER	NEITHER
1250853169711718402	#ترامپ  ساعت 6  عصر امروز بوقت شرق #آمریکا در مورد تداوم فعالیتهای اقتصادی و احتمال شروع فعالیتهای #اقتصادی که بخاطر شیوع #ویروس_کرونا  با اخلال مواجه شده سخنرانی خواهد کرد.	trump	NEITHER	NEITHER	NEITHER	NEITHER
1250840788990169088	مانع‌تراشی دولت #ترامپ در شکایت خانواده‌های قربانیان ۱۱ سپتامبر از #عربستان  دولت #آمریکا به بهانه محرمانه بودن برخی اسناد از ارائه آنها به خانواده‌های قربانیان حادثه ۱۱ سپتامبر ۲۰۰۱ خودداری و آنها را از دستیابی به ادله مورد نیاز جهت شکایت از عربستان سعودی محروم کرده است.	trump	AGAINST	AGAINST	AGAINST	AGAINST
1250813098979663872	چرا #ترامپ فرمان #رزمایش_مواسات نمیدهد؟! چون خودش #اهل_مواسات نیست! چون #دموکراسی عقیم است!  #هنرکرونا #بیماری_غربزدگی #مدل_امام_و_امت	trump	AGAINST	AGAINST	AGAINST	AGAINST
1250794564841082881	از شما هم بيشتر از اين انتظار نميرود كه انتخابتان #ترامپ باشد. #خلايق را هر چه لايق! بى شك جنايتهاى اربابتان #أمريكا به مراتب گسترده تر و وسيعتر از #جنايتهاى  ج.ا. ايران است و اگر قرار است كسى #محاكمه شود اول اربابان شمايند. كمى به خود آييد.	trump	AGAINST	AGAINST	AGAINST	AGAINST
1250769410224259075	#روحانی میخواد یک میلیون تومن به مردم بده  تقریبا معادل ۱۰ کیلو گوشت گاو!  #ترامپ به هر آمریکایی یک چک ۱۲۰۰ دلاری میدهد. با گوشت چهار و نیم دلاری یعنی ۲۶۰ کیلو گوشت   البته همه کشورها کمکشان بلاعوض است روحانی میخواد میگیره خاک بر سرت ج.ا نابود بشی ریشه‌ت کنده بشه....  #کرونا	trump	FAVOR	FAVOR	FAVOR	FAVOR
1250752452007092227	کاش ایرونیای مقیم امریکا قدر این مرد رو میدونستن #ترامپ	trump	FAVOR	FAVOR	FAVOR	FAVOR
1250731651744837632	ترامپ مستحق دریافت جایزه نوبل جنایتکاری است عبدالباری عطوان در مقاله‌ای در رأی الیوم نوشت لغو کمک‌های واشنگتن به سازمان جهانی بهداشت، بی‌اخلاقی دونالد ترامپ را ثابت کرد. #ترامب #ترامپ #تروریست #جایزه_نوبل	trump	AGAINST	AGAINST	AGAINST	AGAINST
1250671680273473538	حتی اگر ادعاهای آقای #ترامپ درمورد منشا اصلی #کرونا از آزمایشگاههای ووهان #چین تحقق پیدا کند باز نمیتواند رافع مسئولیت دولتها بخصوص #آمریکا در تعلیق تامین مالی سازمان جهانی #بهداشت شود  ذبح حقوق #سلامت در مقابل پناهنکاری دولتها،محکوم است  ✍دنیا را جنگل کرده‌اند،قبول تو انسان باش	trump	AGAINST	AGAINST	AGAINST	AGAINST
1250649208794816512	واقعا کسی را به جز #ترامپ میشناسید که کل دنیا باهاش مخالف باشن، هیچ کس چشم دیدنش را نداشته باشه، هر روز اینهمه مسخرش کنند، اذیتش کنند ولی بازم محکم، مثبت و پر قدرت به کاراش ادامه بده؟! #دم_ترامپ_گرم	trump	FAVOR	FAVOR	FAVOR	FAVOR
1250622852363169795	حرکت #ترامپ در ندادن پول سازان جهانی بهداشت خیلی جالبه	trump	FAVOR	FAVOR	FAVOR	FAVOR
1250538601462607874	درود بر حرامیان #امریکا  ای حرامیان تا کنون #۷هزارمیلیارددلار پول مردم بیچاره امریکا در #خاورمیانه خرج کردین و ۱۱ میلیون انسان کشتین امروز #کرونا مردم بینوا و کارتن خواب امریکا در حال قتلعام است و شما حرامیان #پمپئو #ترامپ هیچ غلطی نمیتوانید برای نجات مردم انجام دهید  بجز #دزدی	trump	AGAINST	AGAINST	AGAINST	AGAINST
1250535346804273157	حاج قاسم تروریست خودش جنایتکار و عامل بدبختی بود نه امنیت! که خوشبختانه بدست #ترامپ سَقَط شد	trump	FAVOR	FAVOR	FAVOR	FAVOR
1250480419520172033	دروغ دروغ دروغ! شما عوضيا و سواستفاده چيا! كسى كمك نمى خواد. از وقتى ترامپ اومده ايرانيها رو به زانو در اوردين با تحريماتون و الان حتا با كرونا به كثافت كاريتون دارين ادامه ميدين. به مردم خودتون برسين به جاى اين حرفهاى مفت كه خفه كردن ايرانيا رو دليل براش بيارين. #ترامپ #ايران	trump	AGAINST	NEITHER	AGAINST	AGAINST
1250471327082917891	#ترامپ کمک هایش را حتی به سازمان بهداشت جهانی هم قطع کرد داخل کشور نمایندگان #مجلس و آقایان مجمع تشخیص ایران را که یکی از سنگین ترین تحریم های تاریخ را دارد در تمامی سازمان های بین المللی و کنوانسیون های محیط زیستی که بخشی از آنها برای تولید کشور محدودیت ایجاد میکند ،عضو کردند	trump	NEITHER	AGAINST	NEITHER	NEITHER
1250467544588095490	گفته شده قحطی دستمال توالت در غرب هم بخاطر چینیها بوده. همینطور پوشیدن کیسه زباله توسط کادر درمانی #آمریکا. چقدر میخواد قدرتت پوشالی باشه که نتونی جمعش کنی حتی اگر کسی بهت آمار اشتباه داده باشه و چقدر میخواد حقیر باشی که فارسی صحبت کنی و حامی #ترامپ باشی.	trump	AGAINST	AGAINST	AGAINST	AGAINST
1250463205895417858	دست خودم نيست منم مثل #ترامپ فكر ميكنم. اگر مسئول يه مملكتي بودم در وضعیت مطلوبی قرار نداشتم و مردم خودم به بودجه و اعتبار نياز داشتن منم منابع و به سمت داخل سوق مي دادم،حالا شما هی بگید اين نگرش صحیح نیست و باید با جامعه جهانی همراهی کرد #قطع‌موقت‌بودجه‌سازمان‌بهداشت‌جهانی	trump	FAVOR	FAVOR	FAVOR	FAVOR
1250419402736046080	شاید هیچ خروج از پیمانی یا هیچ عهدشکنی دولت #ترامپ به اندازه قطع کمک مالی #امریکا به #سازمان_جهانی_بهداشت ، برای بشریت مخرب نبوده است. با این حال، ضدیت دولت امریکا با نهادهای بین المللی از جمله نهادهای تخصصی در حوزه سلامت جامعه بشری به موضوع بهداشت جهانی محدود نخواهد ماند .	trump	AGAINST	AGAINST	AGAINST	AGAINST
1250375915034599424	اونایی که #ترامپ رو فردی احمق و کودن می دونن به عقل خودشون شک کنن!!! اگر چندتا کتاب از ترامپ بخونی متوجه دلیل بعضی رفتارهاش میشی و از همه مهم تر اینک ترامپ یک فرد مقتصد و فوق العاده باهوش در بحث تجاریه... و شاید مشکل اصلیش این باشه که سیاست رو اقتصادی میبینه...	trump	FAVOR	FAVOR	FAVOR	FAVOR
1250340026409340930	در ميانه اين بحران جهاني #کووید_۱۹ كاري بسيار نادرست و غير انساني كرده است. #امريكا با افرادي مثل #ترامپ ديگر نبايد ادعاي رهبري جهاني را داشته باشد.	trump	AGAINST	AGAINST	AGAINST	AGAINST
1250314380597547009	در قوانین #آمریکا قانون داخلی و حقوق بین الملل ارزش یکسانی دارند.#ترامپ با نقض قطعنامه های شورای امنیت حقوق بین الملل رو زیر پا گذاشته.از طرف دیگه #برجام هم یک معاهده بین المللی هست که یک طرفش امریکاست و ترامپ نقض کرده.باید همزمان یه دستور موقت فوری هم خواست	trump	AGAINST	AGAINST	AGAINST	AGAINST
1250291294259179520	#ترامپ سعی دارد مسوولیت مرگ دهها هزار امریکایی و نابودی اقتصاد دراثر #کرونا را متوجه چین و سازمان جهانی بهداشت کند؛ در حالی که فقط اگر توصیه های ارائه شده در اسناد مهم امنیت ملی #امریکا توسط دولت ترامپ به مورد اجرا گذاشته می شد، چنین بلایی سر امریکا نمی آمد.	trump	AGAINST	AGAINST	AGAINST	AGAINST
1250274452459245568	کالایی ترین نوع نگاه نسبت به مقوله ای به نام #امنیت در روابط دولت-ملت ها متعلق به #ترامپ است.از نظر او امنیت صرفا کالاییست که برای داشتنش باید پول پرداخت.هیچ فهمی از منافع مشترک ندارد. کمک به WHO را تعلیق کرده چون از نظرش به میزان پولی که از آمریکا میگیرد، به آمریکا کمک نمیکند.	trump	AGAINST	AGAINST	AGAINST	AGAINST
1248969514688999424	خائنینی که بانام دموکراسی‌خواهانی،از تحریم‌های یکجانبه امریکا دفاع می‌کنند،در اینجابا توهم‌ پراکنی  #دولت_پنهان به مردم و بعد از سالها خیانت به کشورشان  #ترامپ وتحریم‌هایش رافرصتی تاریخی برای #براندازی_نرم میدانند!کشتار مردم،فروپاشی اقتصادی و #تضعیف_استقلال هم‌مهم نیست!	trump	AGAINST	AGAINST	AGAINST	AGAINST
1248967207733747712	اینکه آمریکا به این شدت گرفتار #كرونا شده از بی عرضگی و بی کفایتی #ترامپ هست وگرنه آمریکا کسی فکرش را نمیکرد چنین درگیر بشه او هم مثل مسئولین ما دیر به فکر افتاد	trump	AGAINST	AGAINST	AGAINST	AGAINST
1248927788179939328	حزب #دموکرات بالاخص #اوباما با دید #سیاسی وسیع و مدبرانه به دنبال #صلح در خاورمیانه بودند ،  #ترامپ با جنگ افروزی در این منطقه قدرت خودش و  #جمهوریخواهان را زیر سوال برد.	trump	AGAINST	AGAINST	AGAINST	AGAINST
1248916617775296512	این هم نتیجه سیاست های شما آقای #ترامپ غفلت از #چین و دخالت نا به جا در #خاورمیانه جنگ زده که ماحصل آن #کرونا #بیکاری و #اقتصاد نابود شده است. شما خامِ پول #سعودی ها و بازنده‌ی مشاوره های بیجای #کوشنر شدید.	trump	AGAINST	AGAINST	AGAINST	AGAINST
1248853395445895169	وقتی آمریکایی هم بین #بايدن و #ترامپ انتخاب کنند... حس میکنم انگار انتخابات امسال آمریکا هم بین بد و بدتر خواهد بود.   چه نسخه آشنایی!!	trump	AGAINST	AGAINST	AGAINST	AGAINST
1248847648389554182	حداقل 42 هزار امریکایی دیگر در اثر ابتلا به ویروس #کرونا خواند مرد. این پیش بینی خوش بینانه رییس جمهوری #امریکا است. #ترامپ	trump	NEITHER	AGAINST	NEITHER	NEITHER
1248714264774352896	بنظر من به سقوط #ترامپ داریم‌نزدیک میشیم.و شانس برنده شدنش در #انتخابات2020 بسیار داره کم میشه.از یک طرف نرخ بالای #بیکاری ک برای پایین اوردنش کلی فخر میفروخت و از طرفی با بحران #ویروس_کرونا یی روبرو شده که اون رو خطرش از #انفلونزا کمتر میدونست. #سقوط_ترامپ	trump	AGAINST	AGAINST	AGAINST	AGAINST
1248712343980314625	یکی مثل #ترامپ تو ۸۰۰ روز اول ریاست جمهوریش ۹هزار و ۴۵۱ #دروغ و ادعای گمراه کننده به زبان آورده و با ۶۱ دروغ تو یک هفته رکورد دروغگویی رو شکسته! یکی هم مثل #امام_خامنه‌ای سریع میاد جلو دوربین تا اشتباهش رو اصلاح کنه. فرق #حق و باطل دقیقا همینجاست!	trump	AGAINST	AGAINST	AGAINST	AGAINST
1248683065263652870	اینقدر اعتماد به نفس #ترامپ الکی بالاست که الان خیلی راحت به دروغ جلو همه خبرنگارا گفت آمریکا رتبه اول مخازن نفتی دنیاست!	trump	AGAINST	AGAINST	AGAINST	AGAINST
1248670421072912394	هنوز کسی نمرده؟ یا دارن طبق معمول #آمار رو #دستکاری میکنند عوضی ها؟ ترامپ واقعا گند زده، مدیریت قبیله آدمخوارها از این #ترامپ احمق و #فشل بهتره	trump	AGAINST	AGAINST	AGAINST	AGAINST
1248629382400409601	به  گفته سخنگوی  کاخ سفید #ترامپ و #پوتین در مورد ثبات بازار #نفت و شیوع #ویروس_کرونا  تلفنی باهم گفتگو کردند. #OPEC #oott	trump	NEITHER	NEITHER	NEITHER	NEITHER
1245312824601202688	ترامپ  با پوتين و وليعهد سعودى در خصوص قيمت نفت گفتگو خواهم كرد چرا كه اين شرايط باعث متضرر شدن صنايع انرژيك امريكا است. صحبت از برپايى يك ائتلاف نفتى جديد بين امريكا و سعودى ، بجاى اوپك پلاس و روسيه است. #نفت #ترامپ #سعوديه #أمريكا	trump	NEITHER	NEITHER	NEITHER	NEITHER
1245259890047823872	هيچ وقت گمان نميکردم از #مجاهدین_خلق و #رجوی وطن فروش تر پيداشوداما مواجب بگيران فعال برای #تحريم نشان دادند آنچه انتهائی نداردپستی ووقاحت اين جماعت است هر چند مجاهدين حداقل سابقه مبارزات واقعی پيش از انقلاب هم داشتند اما اين جماعت غير از جيره خواری #ترامپ هنری هم‌ندارند #تحريم	trump	AGAINST	AGAINST	AGAINST	AGAINST
1245249738187866113	احتمالاآمریکابیش ازآنکه درپی حمله باشد خط ارعاب را دنبال میکندچراکه اگر بنابود غلطی از اوسر بزندقاعدتا اینقدر معطل نمیکرد #ترامپ آنقدری درگیرمشکلات داخلی و #کرونا هست که توان بازکردن جبهه جدید در خاورمیانه ندارد تحرکات او رادر دایره اعاده حیثیت وتهدید برای درامان ماندن تفسیر کنید	trump	AGAINST	AGAINST	AGAINST	AGAINST
1245221161627275266	در۵۰سال گذشته رژیم امریکابرای تغییر افکار عمومی داخلی وبعضاجهانیان برای سرپوش گذاشتن به شکست های خودویا پیروزی مجدد رییس جمهور در انتخابات دست به ماجراجویی می زنند آیا این بار جنگ مجدددرعراق بهانه ای برای پیروزی ترامپ در انتخابات خواهد بود؟ #COVIDー19 #ترامپ	trump	NEITHER	AGAINST	AGAINST	AGAINST
1233466521399242753	آیا صدای شکستن استخوان‌های مسلمانان هندی را خواهند شنید؟  این روزها #هندوهای_افراطی با چراغ سبز دولت هند مسلمانان را قتل عام می‌کنند و رسانه‌های غربی نیز به شدت باکوت خبری می‌کنند باحضور #ترامپ در #هند #خشونت به اوج خود رسید	trump	AGAINST	AGAINST	AGAINST	AGAINST
1233465547939074049	من هم از پنهاکاری دولت #جمهوری_خواه #ترامپ در ارتباط با آمار مبتلایات و تلفات #کرونا_ویروس در #آمریکا  نگران هستم. متاسفانه مردم آمریکا بشدت در خطر هستند و دولت ایالات متحده با #سلامت آنها بازی میکند.	trump	AGAINST	AGAINST	AGAINST	AGAINST
